Date,Temp C,WindSpeed Kmph,Wind Dir 16 Point,Weather Desc,Precip MM,Humidity,Visibility,Pressure,Cloudcover,HeatIndex C,Dew Point C,WindChill C,Wind Gust Kmph,Feels Like C, UV Index 
9/6/2009 900,28,21,WSW,Partly cloudy,0.0,65,10,1010,30,30,21,28,24,30,1
9/6/2009 1000,28,21,WSW,Partly cloudy,0.0,65,10,1009,29,30,21,28,24,30,1
9/6/2009 1100,28,20,WSW,Partly cloudy,0.0,66,10,1008,27,30,21,28,23,30,1
9/6/2009 1200,28,20,WSW,Partly cloudy,0.0,66,10,1008,25,30,21,28,23,30,1
9/6/2009 1300,27,17,WSW,Partly cloudy,0.0,70,10,1008,27,29,21,27,21,29,1
9/6/2009 1400,26,15,WSW,Partly cloudy,0.0,74,10,1008,29,28,21,26,19,28,1
9/6/2009 1500,25,12,WSW,Partly cloudy,0.0,78,10,1008,30,27,21,25,17,27,1
9/6/2009 1600,24,12,WSW,Partly cloudy,0.0,82,10,1009,40,26,21,24,18,26,1
9/6/2009 1700,23,12,SW,Partly cloudy,0.0,86,10,1009,50,26,21,24,18,26,1
9/6/2009 1800,23,13,SW,Partly cloudy,0.0,89,10,1010,59,25,21,23,19,25,1
9/6/2009 1900,23,14,SW,Partly cloudy,0.0,90,10,1010,62,25,21,23,21,25,1
9/6/2009 2000,23,16,SW,Cloudy,0.0,90,10,1010,64,25,21,23,23,25,1
9/6/2009 2100,23,17,SW,Cloudy,0.0,90,10,1010,67,25,21,23,26,25,1
9/6/2009 2200,23,16,SW,Cloudy,0.0,90,10,1010,66,25,21,23,24,25,1
9/6/2009 2300,22,15,SW,Cloudy,0.0,90,10,1009,64,25,21,22,23,25,1
10/6/2009 0,22,14,SW,Cloudy,0.0,90,10,1009,63,25,21,22,21,25,1
10/6/2009 100,22,14,SW,Cloudy,0.0,90,10,1009,62,25,21,22,21,25,1
10/6/2009 200,22,14,SW,Partly cloudy,0.0,90,10,1009,61,25,21,22,21,25,1
10/6/2009 300,22,14,SW,Partly cloudy,0.0,90,10,1009,60,25,21,22,21,25,1
10/6/2009 400,23,15,SW,Partly cloudy,0.0,85,10,1009,51,26,21,23,20,26,1
10/6/2009 500,25,15,SW,Partly cloudy,0.0,80,10,1009,42,27,21,25,19,27,1
10/6/2009 600,26,15,SW,Partly cloudy,0.0,75,10,1010,33,28,21,26,18,28,1
10/6/2009 700,27,16,SW,Partly cloudy,0.0,71,10,1010,28,29,21,27,18,29,1
10/6/2009 800,28,16,WSW,Sunny,0.0,67,10,1009,23,30,21,28,18,30,1
10/6/2009 900,29,16,WSW,Sunny,0.0,63,10,1009,18,32,21,29,18,32,1
10/6/2009 1000,29,17,WSW,Sunny,0.0,63,10,1009,18,32,21,29,20,32,1
10/6/2009 1100,29,17,WSW,Patchy rain possible,0.2,64,9,1008,18,31,21,29,22,31,1
10/6/2009 1200,29,18,WSW,Patchy rain possible,0.3,65,9,1007,18,31,21,29,24,31,1
10/6/2009 1300,27,17,WSW,Patchy rain possible,0.1,69,9,1007,20,30,21,27,22,30,1
10/6/2009 1400,26,15,WSW,Sunny,0.0,73,10,1008,22,28,21,26,20,28,1
10/6/2009 1500,25,14,SW,Sunny,0.0,77,10,1008,24,27,21,25,19,27,1
10/6/2009 1600,24,14,SW,Sunny,0.0,81,10,1008,31,26,21,24,19,26,1
10/6/2009 1700,24,14,SW,Partly cloudy,0.0,84,10,1009,38,26,21,24,20,26,1
10/6/2009 1800,23,14,SW,Partly cloudy,0.0,88,10,1009,45,25,21,23,20,25,1
10/6/2009 1900,23,13,SW,Partly cloudy,0.0,88,10,1010,50,25,21,23,20,25,1
10/6/2009 2000,23,13,SW,Partly cloudy,0.0,89,10,1010,54,25,21,23,19,25,1
10/6/2009 2100,23,13,SW,Partly cloudy,0.0,90,10,1010,59,25,21,23,19,25,1
10/6/2009 2200,23,13,SW,Partly cloudy,0.0,90,10,1010,60,25,21,23,18,25,1
10/6/2009 2300,22,13,SW,Partly cloudy,0.0,90,10,1009,61,25,21,23,18,25,1
11/6/2009 0,22,13,SW,Partly cloudy,0.0,90,10,1009,61,25,21,22,18,25,1
11/6/2009 100,22,12,SW,Partly cloudy,0.0,90,10,1009,61,25,21,22,18,25,1
11/6/2009 200,22,12,SW,Partly cloudy,0.0,90,10,1009,60,25,21,22,18,25,1
11/6/2009 300,22,12,SW,Partly cloudy,0.0,91,10,1009,60,25,21,22,17,25,1
11/6/2009 400,23,13,SW,Partly cloudy,0.0,87,10,1009,54,25,21,23,17,25,1
11/6/2009 500,24,13,SW,Partly cloudy,0.0,83,10,1009,48,26,21,24,17,26,1
11/6/2009 600,24,14,SW,Partly cloudy,0.0,79,10,1010,43,26,21,24,16,26,1
11/6/2009 700,26,15,SW,Partly cloudy,0.0,74,10,1010,36,28,21,26,17,28,1
11/6/2009 800,27,15,WSW,Sunny,0.0,69,10,1010,30,29,21,27,18,29,1
11/6/2009 900,28,16,WSW,Sunny,0.0,64,10,1010,24,31,21,29,18,31,1
11/6/2009 1000,28,16,WSW,Sunny,0.0,66,10,1009,29,30,21,28,20,30,1
11/6/2009 1100,28,17,WSW,Light rain shower,0.3,68,10,1009,34,30,21,28,23,30,1
11/6/2009 1200,27,17,WSW,Light rain shower,0.4,70,10,1008,39,29,21,27,25,29,1
11/6/2009 1300,26,16,WSW,Light rain shower,0.2,74,10,1008,41,28,21,26,23,28,1
11/6/2009 1400,25,15,WSW,Partly cloudy,0.0,78,10,1009,44,27,21,25,21,27,1
11/6/2009 1500,24,14,WSW,Partly cloudy,0.0,82,10,1009,46,26,21,24,19,26,1
11/6/2009 1600,23,14,SW,Partly cloudy,0.0,84,8,1010,48,26,21,24,20,26,1
11/6/2009 1700,23,14,SW,Patchy light drizzle,0.1,86,7,1011,49,25,20,23,20,25,1
11/6/2009 1800,23,14,SW,Patchy light drizzle,0.1,88,5,1011,50,25,20,23,21,25,1
11/6/2009 1900,22,13,SW,Patchy light drizzle,0.1,88,7,1011,53,25,20,22,19,25,1
11/6/2009 2000,22,12,SW,Partly cloudy,0.0,88,8,1011,56,25,20,22,18,25,1
11/6/2009 2100,22,11,SSW,Partly cloudy,0.0,89,10,1011,58,25,20,22,16,25,1
11/6/2009 2200,22,12,SW,Partly cloudy,0.0,89,10,1010,61,25,20,22,17,25,1
11/6/2009 2300,22,12,SW,Cloudy,0.0,89,10,1010,63,25,20,22,18,25,1
12/6/2009 0,22,13,SW,Cloudy,0.0,89,10,1009,66,25,20,22,19,25,1
12/6/2009 100,22,12,SW,Cloudy,0.0,90,10,1010,68,25,20,22,18,25,1
12/6/2009 200,22,11,SW,Cloudy,0.0,90,10,1010,70,25,20,22,16,22,1
12/6/2009 300,22,10,SW,Cloudy,0.0,91,10,1010,72,25,21,22,14,22,1
12/6/2009 400,23,11,SW,Cloudy,0.0,87,10,1010,67,25,21,23,15,25,1
12/6/2009 500,24,13,SW,Light rain shower,0.1,83,10,1010,62,26,21,24,16,26,1
12/6/2009 600,24,14,SW,Light rain shower,0.1,80,10,1011,57,26,21,24,17,26,1
12/6/2009 700,25,16,WSW,Light rain shower,0.1,76,10,1011,50,27,21,25,18,27,1
12/6/2009 800,26,17,WSW,Partly cloudy,0.0,72,10,1011,44,28,21,26,20,28,1
12/6/2009 900,27,18,WSW,Partly cloudy,0.0,67,10,1011,37,30,21,27,21,30,1
12/6/2009 1000,27,17,WSW,Partly cloudy,0.0,67,10,1010,38,30,21,27,21,30,1
12/6/2009 1100,27,16,WSW,Light rain shower,0.4,67,10,1010,39,30,21,27,21,30,1
12/6/2009 1200,28,15,WSW,Light rain shower,0.5,67,10,1009,40,30,21,28,21,30,1
12/6/2009 1300,27,14,WSW,Light rain shower,0.2,71,10,1009,39,29,21,27,18,29,1
12/6/2009 1400,26,12,WSW,Partly cloudy,0.0,75,10,1009,38,28,21,26,16,28,1
12/6/2009 1500,25,10,WSW,Partly cloudy,0.0,80,10,1009,36,27,21,25,14,27,1
12/6/2009 1600,24,11,SW,Partly cloudy,0.0,82,10,1010,34,26,21,24,15,26,1
12/6/2009 1700,23,11,SW,Patchy rain possible,0.1,85,9,1010,32,26,21,23,17,26,1
12/6/2009 1800,23,12,SW,Patchy rain possible,0.1,87,9,1011,30,25,21,23,18,25,1
12/6/2009 1900,22,12,SW,Patchy rain possible,0.1,88,9,1011,32,25,20,23,19,25,1
12/6/2009 2000,22,12,SW,Partly cloudy,0.0,89,10,1011,34,25,20,22,19,25,1
12/6/2009 2100,22,12,SW,Partly cloudy,0.0,90,10,1011,35,25,20,22,20,25,1
12/6/2009 2200,22,12,SW,Partly cloudy,0.0,91,10,1011,43,25,20,22,18,22,1
12/6/2009 2300,22,11,SW,Light rain shower,0.1,92,10,1011,50,25,21,22,17,22,1
13/6/2009 0,22,10,SW,Light rain shower,0.1,93,10,1010,58,25,21,22,16,22,1
13/6/2009 100,22,10,SW,Light rain shower,0.1,93,10,1011,60,25,21,22,16,22,1
13/6/2009 200,22,10,WSW,Cloudy,0.0,93,10,1011,63,25,21,22,15,22,1
13/6/2009 300,22,10,WSW,Cloudy,0.0,93,10,1011,66,25,21,22,15,22,1
13/6/2009 400,23,11,WSW,Cloudy,0.0,89,10,1011,61,25,21,23,16,25,1
13/6/2009 500,24,13,WSW,Light rain shower,0.2,85,10,1011,57,26,21,24,16,26,1
13/6/2009 600,24,14,WSW,Light rain shower,0.3,81,10,1012,52,27,21,25,17,27,1
13/6/2009 700,25,15,WSW,Light rain shower,0.1,77,10,1012,50,28,21,25,18,28,1
13/6/2009 800,26,15,WSW,Partly cloudy,0.0,73,10,1012,49,29,21,26,18,29,1
13/6/2009 900,27,16,WSW,Partly cloudy,0.0,69,10,1012,48,30,21,27,18,30,1
13/6/2009 1000,27,16,WSW,Partly cloudy,0.0,70,10,1011,51,29,21,27,20,29,1
13/6/2009 1100,27,16,WSW,Light rain shower,0.7,70,10,1011,54,29,21,27,22,29,1
13/6/2009 1200,27,15,WSW,Light rain shower,1.0,71,10,1010,57,29,21,27,23,29,1
13/6/2009 1300,26,14,WSW,Light rain shower,0.5,73,10,1010,49,28,21,26,21,28,1
13/6/2009 1400,26,13,WSW,Partly cloudy,0.0,75,10,1010,41,28,21,26,18,28,1
13/6/2009 1500,25,12,SW,Partly cloudy,0.0,78,10,1010,33,27,21,25,16,27,1
13/6/2009 1600,24,11,SW,Partly cloudy,0.0,81,10,1011,30,26,21,24,16,26,1
13/6/2009 1700,24,11,SW,Patchy rain possible,0.1,84,9,1011,26,26,21,24,16,26,1
13/6/2009 1800,23,10,SW,Patchy rain possible,0.1,87,9,1011,22,25,21,23,16,25,1
13/6/2009 1900,23,12,SW,Patchy rain possible,0.0,88,9,1012,25,25,21,23,18,25,1
13/6/2009 2000,23,13,SW,Partly cloudy,0.0,89,10,1012,28,25,21,23,20,25,1
13/6/2009 2100,23,14,SW,Partly cloudy,0.0,89,10,1012,31,25,21,23,23,25,1
13/6/2009 2200,22,13,SW,Partly cloudy,0.0,90,10,1012,37,25,21,22,21,25,1
13/6/2009 2300,22,13,SW,Light rain shower,0.1,91,10,1011,44,25,21,22,20,25,1
14/6/2009 0,22,12,SW,Light rain shower,0.2,92,10,1011,50,25,21,22,18,25,1
14/6/2009 100,22,12,SW,Light rain shower,0.1,92,10,1011,53,25,21,22,18,25,1
14/6/2009 200,22,12,SW,Partly cloudy,0.0,92,10,1011,56,25,21,22,18,25,1
14/6/2009 300,22,12,SW,Partly cloudy,0.0,91,10,1012,58,25,21,22,18,25,1
14/6/2009 400,23,13,SW,Partly cloudy,0.0,88,10,1012,54,25,21,23,18,25,1
14/6/2009 500,24,13,SW,Patchy rain possible,0.2,84,9,1012,49,26,21,24,17,26,1
14/6/2009 600,25,14,SW,Patchy rain possible,0.2,80,9,1012,44,27,21,25,16,27,1
14/6/2009 700,26,15,WSW,Patchy rain possible,0.1,74,9,1012,35,28,21,26,17,28,1
14/6/2009 800,27,15,WSW,Sunny,0.0,68,10,1011,26,30,21,27,18,30,1
14/6/2009 900,29,16,WSW,Sunny,0.0,62,10,1011,17,31,21,29,19,31,1
14/6/2009 1000,29,17,WSW,Sunny,0.0,62,10,1011,24,31,21,29,20,31,1
14/6/2009 1100,29,17,WSW,Light rain shower,0.3,61,10,1010,31,31,21,29,22,31,1
14/6/2009 1200,29,18,WSW,Light rain shower,0.5,61,10,1010,38,31,20,29,23,31,1
14/6/2009 1300,28,16,WSW,Light rain shower,0.2,64,10,1009,29,30,20,28,21,30,1
14/6/2009 1400,27,14,WSW,Sunny,0.0,68,10,1009,19,29,20,27,18,29,1
14/6/2009 1500,26,12,W,Sunny,0.0,71,10,1009,10,28,21,26,15,28,1
14/6/2009 1600,25,11,WSW,Sunny,0.0,76,10,1010,12,27,21,25,15,27,1
14/6/2009 1700,24,11,SW,Sunny,0.0,81,10,1010,14,26,21,24,16,26,1
14/6/2009 1800,23,10,SW,Sunny,0.1,86,10,1011,16,25,21,23,16,25,1
14/6/2009 1900,23,11,SW,Clear,0.0,88,10,1011,27,25,21,23,17,25,1
14/6/2009 2000,22,11,SW,Partly cloudy,0.0,90,10,1011,38,25,21,22,17,25,1
14/6/2009 2100,22,12,WSW,Partly cloudy,0.0,91,10,1011,50,25,21,22,18,25,1
14/6/2009 2200,22,12,WSW,Partly cloudy,0.0,92,10,1011,54,25,21,22,18,25,1
14/6/2009 2300,22,12,SW,Light rain shower,0.3,92,10,1011,59,25,21,22,18,22,1
15/6/2009 0,22,12,SW,Light rain shower,0.4,93,10,1011,64,24,21,22,17,22,1
15/6/2009 100,22,11,SW,Light rain shower,0.2,93,10,1011,66,25,21,22,17,22,1
15/6/2009 200,22,11,SW,Cloudy,0.0,93,10,1011,68,25,21,22,17,22,1
15/6/2009 300,22,11,SW,Cloudy,0.0,93,10,1011,70,25,21,22,17,22,1
15/6/2009 400,22,11,SW,Cloudy,0.0,92,10,1011,68,25,21,22,16,25,1
15/6/2009 500,22,11,SW,Light rain shower,0.6,91,10,1011,67,25,21,22,16,25,1
15/6/2009 600,22,11,SW,Light rain shower,0.8,90,10,1011,65,25,21,23,15,25,1
15/6/2009 700,24,13,SW,Light rain shower,0.4,83,10,1011,51,27,21,24,17,27,1
15/6/2009 800,26,15,SW,Sunny,0.0,75,10,1011,38,28,21,26,18,28,1
15/6/2009 900,28,17,WSW,Sunny,0.0,68,10,1011,24,30,21,28,19,30,1
15/6/2009 1000,28,17,WSW,Sunny,0.0,68,10,1010,25,30,21,28,21,30,1
15/6/2009 1100,28,17,WSW,Patchy rain possible,0.5,68,9,1009,26,30,21,28,23,30,1
15/6/2009 1200,27,17,WSW,Patchy rain possible,0.7,69,9,1009,27,30,21,28,25,30,1
15/6/2009 1300,27,16,WSW,Patchy rain possible,0.4,73,9,1009,26,29,21,27,22,29,1
15/6/2009 1400,26,14,WSW,Sunny,0.0,76,10,1008,25,28,21,26,20,28,1
15/6/2009 1500,25,13,SW,Sunny,0.0,80,10,1008,24,27,21,25,17,27,1
15/6/2009 1600,24,13,SW,Sunny,0.0,83,10,1009,26,26,21,24,17,26,1
15/6/2009 1700,23,12,SW,Patchy rain possible,0.1,86,9,1010,27,26,21,24,17,26,1
15/6/2009 1800,23,12,SW,Patchy rain possible,0.1,89,9,1010,29,25,21,23,18,25,1
15/6/2009 1900,23,12,SW,Patchy rain possible,0.1,90,9,1010,34,25,21,23,19,25,1
15/6/2009 2000,22,13,SW,Partly cloudy,0.0,90,10,1010,39,25,21,23,19,25,1
15/6/2009 2100,22,13,WSW,Partly cloudy,0.0,91,10,1010,44,25,21,22,20,25,1
15/6/2009 2200,22,13,WSW,Partly cloudy,0.0,92,10,1010,50,25,21,22,20,25,1
15/6/2009 2300,22,13,WSW,Light rain shower,0.1,92,10,1010,56,24,21,22,19,22,1
16/6/2009 0,22,13,SW,Light rain shower,0.1,93,10,1010,63,24,21,22,19,22,1
16/6/2009 100,22,12,WSW,Light rain shower,0.1,93,10,1010,64,24,20,22,19,22,1
16/6/2009 200,22,12,WSW,Cloudy,0.0,93,10,1010,65,24,20,22,18,22,1
16/6/2009 300,22,12,WSW,Cloudy,0.0,92,10,1010,66,24,20,22,18,22,1
16/6/2009 400,22,12,WSW,Cloudy,0.0,89,10,1010,64,25,21,22,17,25,1
16/6/2009 500,23,13,WSW,Light rain shower,0.1,86,10,1011,62,25,21,23,17,25,1
16/6/2009 600,24,13,WSW,Light rain shower,0.2,83,10,1011,61,26,21,24,16,26,1
16/6/2009 700,25,14,WSW,Light rain shower,0.1,78,10,1011,48,27,21,25,17,27,1
16/6/2009 800,26,15,WSW,Sunny,0.0,73,10,1010,36,29,21,26,18,29,1
16/6/2009 900,28,16,WSW,Sunny,0.0,68,10,1009,24,30,21,28,19,30,1
16/6/2009 1000,28,17,WSW,Sunny,0.0,66,10,1009,19,30,21,28,21,30,1
16/6/2009 1100,28,18,WSW,Patchy rain possible,0.3,65,9,1008,15,31,21,28,23,31,1
16/6/2009 1200,29,19,WSW,Patchy rain possible,0.4,63,9,1008,11,31,21,29,25,31,1
16/6/2009 1300,27,18,WSW,Patchy rain possible,0.2,68,9,1008,16,29,21,27,23,29,1
16/6/2009 1400,26,16,SW,Partly cloudy,0.0,74,10,1008,22,28,21,26,21,28,1
16/6/2009 1500,25,14,SW,Partly cloudy,0.0,79,10,1008,28,27,21,25,18,27,1
16/6/2009 1600,24,13,SW,Partly cloudy,0.0,82,10,1008,33,26,21,24,18,26,1
16/6/2009 1700,23,13,SW,Patchy rain possible,0.1,86,9,1009,38,26,21,23,18,26,1
16/6/2009 1800,23,12,SW,Patchy rain possible,0.1,89,9,1010,44,25,21,23,18,25,1
16/6/2009 1900,23,13,SW,Patchy rain possible,0.1,89,9,1010,47,25,21,23,19,25,1
16/6/2009 2000,22,14,SW,Partly cloudy,0.0,90,10,1010,50,25,21,23,21,25,1
16/6/2009 2100,22,14,SSW,Partly cloudy,0.0,90,10,1011,53,25,21,22,22,25,1
16/6/2009 2200,22,15,SW,Partly cloudy,0.0,90,10,1010,57,25,21,22,22,25,1
16/6/2009 2300,22,15,SW,Light rain shower,0.1,90,10,1009,60,25,21,22,22,25,1
17/6/2009 0,22,15,SW,Light rain shower,0.1,90,10,1009,63,25,20,22,23,25,1
17/6/2009 100,22,14,SW,Light rain shower,0.1,91,10,1009,67,25,20,22,22,25,1
17/6/2009 200,22,14,SW,Cloudy,0.0,91,10,1009,70,25,21,22,20,25,1
17/6/2009 300,22,13,SW,Cloudy,0.0,91,10,1009,73,25,21,22,19,25,1
17/6/2009 400,23,14,SW,Cloudy,0.0,87,10,1009,65,25,21,23,19,25,1
17/6/2009 500,24,15,SW,Partly cloudy,0.0,83,10,1009,57,26,21,24,19,26,1
17/6/2009 600,24,16,SW,Partly cloudy,0.0,80,10,1009,48,26,21,24,19,26,1
17/6/2009 700,26,17,SW,Partly cloudy,0.0,74,10,1009,42,28,21,26,19,28,1
17/6/2009 800,27,17,WSW,Partly cloudy,0.0,69,10,1009,35,29,21,27,20,29,1
17/6/2009 900,28,18,WSW,Partly cloudy,0.0,64,10,1009,28,30,21,28,20,30,1
17/6/2009 1000,28,18,WSW,Partly cloudy,0.0,63,10,1008,25,30,20,28,22,30,1
17/6/2009 1100,28,19,WSW,Patchy rain possible,0.2,62,9,1008,21,31,20,28,24,31,1
17/6/2009 1200,29,20,WSW,Patchy rain possible,0.3,61,9,1007,18,31,20,29,25,31,1
17/6/2009 1300,27,19,WSW,Patchy rain possible,0.2,66,9,1007,20,30,20,27,25,30,1
17/6/2009 1400,26,19,WSW,Sunny,0.0,71,10,1007,23,28,21,26,25,28,1
17/6/2009 1500,25,19,WSW,Sunny,0.0,76,10,1006,25,27,21,25,25,27,1
17/6/2009 1600,24,17,WSW,Sunny,0.0,80,10,1007,36,26,21,24,23,26,1
17/6/2009 1700,24,15,SW,Partly cloudy,0.0,84,10,1008,47,26,21,24,21,26,1
17/6/2009 1800,23,13,SW,Partly cloudy,0.0,88,10,1008,58,25,21,23,19,25,1
17/6/2009 1900,23,14,SW,Partly cloudy,0.0,89,10,1009,58,25,21,23,20,25,1
17/6/2009 2000,23,14,SW,Partly cloudy,0.0,89,10,1009,58,25,21,23,22,25,1
17/6/2009 2100,23,15,SW,Partly cloudy,0.0,90,10,1010,58,25,21,23,23,25,1
17/6/2009 2200,22,15,SW,Partly cloudy,0.0,90,10,1009,55,25,21,22,22,25,1
17/6/2009 2300,22,14,SW,Partly cloudy,0.0,89,10,1008,53,25,21,22,21,25,1
18/6/2009 0,22,14,SW,Partly cloudy,0.0,89,10,1008,50,25,20,22,21,25,1
18/6/2009 100,22,14,SW,Partly cloudy,0.0,89,10,1008,53,25,20,22,21,25,1
18/6/2009 200,22,14,SW,Partly cloudy,0.0,90,10,1008,57,25,21,22,21,25,1
18/6/2009 300,22,14,SW,Partly cloudy,0.0,90,10,1008,60,25,21,22,21,25,1
18/6/2009 400,23,15,SW,Partly cloudy,0.0,87,10,1008,60,25,21,23,21,25,1
18/6/2009 500,23,15,SW,Partly cloudy,0.0,85,10,1008,61,26,21,24,20,26,1
18/6/2009 600,24,16,SW,Partly cloudy,0.0,82,10,1008,61,26,21,24,20,26,1
18/6/2009 700,25,18,SW,Partly cloudy,0.0,78,10,1008,61,27,21,25,22,27,1
18/6/2009 800,26,20,SW,Partly cloudy,0.0,73,10,1008,61,28,21,26,24,28,1
18/6/2009 900,27,22,SW,Partly cloudy,0.0,69,10,1008,61,30,21,27,26,30,1
18/6/2009 1000,27,21,SW,Partly cloudy,0.0,70,10,1008,60,29,21,27,26,29,1
18/6/2009 1100,27,20,SW,Light rain shower,0.5,72,10,1007,60,29,21,27,26,29,1
18/6/2009 1200,26,19,WSW,Light rain shower,0.7,73,10,1006,59,28,21,26,26,28,1
18/6/2009 1300,26,18,SW,Light rain shower,0.3,76,10,1006,62,28,21,26,24,28,1
18/6/2009 1400,25,16,SW,Cloudy,0.0,78,10,1006,64,27,21,25,22,27,1
18/6/2009 1500,24,15,SW,Cloudy,0.0,81,10,1006,67,26,21,24,20,26,1
18/6/2009 1600,24,15,SW,Cloudy,0.0,83,10,1007,70,26,21,24,20,26,1
18/6/2009 1700,23,14,SW,Cloudy,0.0,86,10,1008,73,26,21,23,20,26,1
18/6/2009 1800,23,14,SW,Cloudy,0.0,88,10,1008,76,25,21,23,20,25,1
18/6/2009 1900,23,15,SW,Cloudy,0.0,89,10,1009,81,25,21,23,22,25,1
18/6/2009 2000,23,17,SW,Overcast,0.0,89,10,1009,85,25,21,23,24,25,1
18/6/2009 2100,22,18,SW,Overcast,0.0,90,10,1009,89,25,21,23,26,25,1
18/6/2009 2200,22,17,SW,Overcast,0.0,90,10,1009,87,25,21,22,25,25,1
18/6/2009 2300,22,16,SW,Cloudy,0.0,90,10,1008,85,25,21,22,24,25,1
19/6/2009 0,22,15,SW,Cloudy,0.0,90,10,1008,82,25,20,22,22,25,1
19/6/2009 100,22,15,SW,Cloudy,0.0,90,10,1008,84,25,20,22,22,25,1
19/6/2009 200,22,15,SW,Cloudy,0.0,90,10,1008,85,25,20,22,22,25,1
19/6/2009 300,22,14,SW,Cloudy,0.0,90,10,1008,87,25,21,22,21,25,1
19/6/2009 400,23,15,SW,Cloudy,0.0,87,10,1008,81,25,21,23,20,25,1
19/6/2009 500,24,15,SW,Cloudy,0.0,83,10,1008,75,26,21,24,19,26,1
19/6/2009 600,24,15,SW,Cloudy,0.0,80,10,1009,69,26,21,24,17,26,1
19/6/2009 700,25,15,SW,Cloudy,0.0,77,10,1009,68,27,21,25,17,27,1
19/6/2009 800,26,15,SW,Cloudy,0.0,74,10,1009,68,28,21,26,17,28,1
19/6/2009 900,27,15,SW,Cloudy,0.0,71,10,1010,68,29,21,27,17,29,1
19/6/2009 1000,27,16,SW,Cloudy,0.0,70,10,1009,68,29,21,27,19,29,1
19/6/2009 1100,27,17,SW,Light rain shower,0.2,70,10,1008,68,29,21,27,21,29,1
19/6/2009 1200,27,18,WSW,Light rain shower,0.2,69,10,1007,68,29,21,27,22,29,1
19/6/2009 1300,26,18,WSW,Light rain shower,0.1,73,10,1007,72,28,21,26,22,28,1
19/6/2009 1400,25,17,WSW,Cloudy,0.0,78,10,1007,75,27,21,25,22,27,1
19/6/2009 1500,24,16,WSW,Cloudy,0.0,83,10,1007,78,26,21,24,21,26,1
19/6/2009 1600,23,15,WSW,Cloudy,0.0,85,10,1008,81,26,21,24,21,26,1
19/6/2009 1700,23,14,WSW,Cloudy,0.0,88,10,1009,83,25,21,23,20,25,1
19/6/2009 1800,22,13,SW,Cloudy,0.0,91,10,1010,85,25,21,23,19,25,1
19/6/2009 1900,22,14,SW,Cloudy,0.0,92,10,1010,90,25,21,22,21,25,1
19/6/2009 2000,22,15,SW,Overcast,0.0,93,10,1010,95,25,21,22,22,25,1
19/6/2009 2100,22,15,SW,Overcast,0.0,94,10,1010,100,24,21,22,24,22,1
19/6/2009 2200,22,15,SW,Overcast,0.0,94,10,1010,99,24,21,22,24,22,1
19/6/2009 2300,22,15,SW,Light rain,0.6,94,9,1009,97,24,21,22,24,22,1
20/6/2009 0,22,15,SW,Light rain,0.8,94,9,1009,96,24,21,22,23,22,1
20/6/2009 100,22,13,SW,Light rain,0.4,94,9,1009,87,24,21,22,21,22,1
20/6/2009 200,22,12,SW,Cloudy,0.0,94,10,1009,79,24,21,22,18,22,1
20/6/2009 300,22,10,WSW,Cloudy,0.0,94,10,1009,70,24,21,22,16,22,1
20/6/2009 400,22,12,WSW,Cloudy,0.0,90,10,1009,63,25,21,23,17,25,1
20/6/2009 500,23,14,SW,Patchy rain possible,0.1,87,9,1009,56,25,21,23,19,25,1
20/6/2009 600,24,16,SW,Patchy rain possible,0.1,83,9,1010,49,26,21,24,21,26,1
20/6/2009 700,25,16,SW,Patchy rain possible,0.0,77,9,1010,52,27,21,25,20,27,1
20/6/2009 800,27,15,WSW,Partly cloudy,0.0,71,10,1010,55,29,21,27,18,29,1
20/6/2009 900,28,15,WSW,Partly cloudy,0.0,65,10,1010,58,30,21,28,17,30,1
20/6/2009 1000,28,16,WSW,Partly cloudy,0.0,66,10,1009,57,30,21,28,20,30,1
20/6/2009 1100,28,17,WSW,Light rain shower,0.4,67,10,1009,57,30,21,28,22,30,1
20/6/2009 1200,28,18,WSW,Light rain shower,0.6,68,10,1008,57,30,21,28,25,30,1
20/6/2009 1300,27,16,WSW,Light rain shower,0.3,71,10,1008,50,29,21,27,21,29,1
20/6/2009 1400,26,14,WSW,Partly cloudy,0.0,75,10,1008,42,28,21,26,18,28,1
20/6/2009 1500,25,12,WSW,Partly cloudy,0.0,78,10,1008,35,27,21,25,15,27,1
20/6/2009 1600,24,11,SW,Partly cloudy,0.0,81,10,1008,32,26,21,24,15,26,1
20/6/2009 1700,23,10,SW,Partly cloudy,0.0,84,10,1009,29,26,21,23,15,26,1
20/6/2009 1800,23,10,SW,Partly cloudy,0.0,87,10,1010,27,25,21,23,14,25,1
20/6/2009 1900,22,11,SW,Partly cloudy,0.0,88,10,1010,29,25,21,23,16,25,1
20/6/2009 2000,22,12,SW,Partly cloudy,0.0,89,10,1010,32,25,20,22,19,25,1
20/6/2009 2100,22,13,SW,Partly cloudy,0.0,90,10,1010,34,25,20,22,21,25,1
20/6/2009 2200,22,14,SW,Partly cloudy,0.0,90,10,1010,37,25,20,22,21,25,1
20/6/2009 2300,22,14,SW,Partly cloudy,0.0,90,10,1010,40,25,20,22,21,25,1
21/6/2009 0,22,14,SW,Partly cloudy,0.0,90,10,1009,42,24,20,22,22,22,1
21/6/2009 100,22,13,SW,Partly cloudy,0.0,90,10,1009,47,25,20,22,19,22,1
21/6/2009 200,22,11,SW,Partly cloudy,0.0,91,10,1009,52,25,20,22,17,22,1
