Date,Temp C,WindSpeed Kmph,Wind Dir 16 Point,Weather Desc,Precip MM,Humidity,Visibility,Pressure,Cloudcover,HeatIndex C,Dew Point C,WindChill C,Wind Gust Kmph,Feels Like C, UV Index 
12/1/2009 2100,19,8,ENE,Mist,0.0,96,2,1015,64,20,19,20,12,20,1
12/1/2009 2200,19,8,ENE,Mist,0.0,96,2,1015,64,20,19,20,12,20,1
12/1/2009 2300,19,8,ENE,Mist,0.0,96,2,1015,64,20,19,20,12,20,1
13/1/2009 0,19,8,ENE,Mist,0.0,96,2,1014,65,20,19,20,11,20,1
13/1/2009 100,20,8,ENE,Mist,0.0,97,2,1014,67,20,19,20,11,20,1
13/1/2009 200,20,8,NE,Mist,0.0,97,2,1014,69,20,19,20,12,20,1
13/1/2009 300,20,8,NE,Mist,0.0,97,2,1014,71,20,19,20,12,20,1
13/1/2009 400,20,9,NE,Mist,0.0,95,5,1015,75,20,19,20,13,20,1
13/1/2009 500,20,10,NE,Cloudy,0.0,93,7,1015,78,21,20,21,14,21,1
13/1/2009 600,21,11,NE,Cloudy,0.0,92,10,1016,82,21,20,21,15,21,1
13/1/2009 700,22,12,NE,Cloudy,0.0,89,10,1016,75,22,20,22,16,22,1
13/1/2009 800,22,14,NE,Partly cloudy,0.0,85,10,1016,68,24,20,22,18,24,1
13/1/2009 900,23,16,NE,Partly cloudy,0.0,82,10,1016,61,25,20,23,19,25,1
13/1/2009 1000,24,16,NE,Partly cloudy,0.0,79,10,1015,52,26,20,24,19,26,1
13/1/2009 1100,24,16,NE,Partly cloudy,0.0,75,10,1014,44,26,20,24,19,26,1
13/1/2009 1200,25,17,ENE,Partly cloudy,0.0,72,10,1014,35,26,19,25,19,26,1
13/1/2009 1300,24,15,ENE,Partly cloudy,0.0,77,10,1013,43,26,20,24,18,26,1
13/1/2009 1400,23,13,ENE,Partly cloudy,0.0,82,10,1013,50,25,20,23,17,25,1
13/1/2009 1500,22,12,ENE,Partly cloudy,0.0,87,10,1013,58,25,20,22,17,22,1
13/1/2009 1600,21,11,ENE,Partly cloudy,0.0,89,10,1014,56,23,20,22,16,22,1
13/1/2009 1700,21,11,ENE,Partly cloudy,0.0,91,10,1014,53,22,20,21,16,21,1
13/1/2009 1800,20,10,ENE,Partly cloudy,0.0,94,10,1015,51,21,19,21,16,21,1
13/1/2009 1900,20,11,ENE,Partly cloudy,0.0,94,7,1015,54,20,19,20,17,20,1
13/1/2009 2000,20,11,ENE,Mist,0.0,95,5,1015,57,20,19,20,18,20,1
13/1/2009 2100,20,12,ENE,Mist,0.0,95,2,1015,60,20,19,20,19,20,1
13/1/2009 2200,20,11,ENE,Mist,0.0,95,2,1015,61,20,19,20,18,20,1
13/1/2009 2300,20,11,ENE,Mist,0.0,95,2,1014,62,20,19,20,17,20,1
14/1/2009 0,20,10,ENE,Mist,0.0,95,2,1014,64,20,19,20,15,20,1
14/1/2009 100,20,12,ENE,Mist,0.0,95,5,1014,66,20,19,20,18,20,1
14/1/2009 200,20,13,ENE,Cloudy,0.0,95,7,1014,69,20,19,20,20,20,1
14/1/2009 300,20,15,ENE,Cloudy,0.0,94,10,1014,71,20,19,20,23,20,1
14/1/2009 400,20,13,ENE,Cloudy,0.0,93,10,1015,70,21,19,20,20,20,1
14/1/2009 500,21,12,ENE,Light rain shower,0.1,91,10,1015,68,23,19,21,17,21,1
14/1/2009 600,21,11,ENE,Light rain shower,0.1,90,10,1016,67,24,19,21,14,21,1
14/1/2009 700,22,12,ENE,Light rain shower,0.0,85,10,1016,57,25,20,22,15,25,1
14/1/2009 800,24,13,ENE,Partly cloudy,0.0,79,10,1016,48,26,20,24,15,26,1
14/1/2009 900,25,14,ENE,Partly cloudy,0.0,74,10,1016,39,27,20,25,16,27,1
14/1/2009 1000,25,14,ENE,Partly cloudy,0.0,74,10,1015,32,27,20,25,16,27,1
14/1/2009 1100,25,14,ENE,Patchy rain possible,0.1,73,9,1014,26,27,20,25,17,27,1
14/1/2009 1200,25,14,NE,Patchy rain possible,0.1,73,9,1013,20,26,19,25,17,26,1
14/1/2009 1300,24,12,ENE,Patchy rain possible,0.0,75,9,1013,19,26,20,24,15,26,1
14/1/2009 1400,24,11,ENE,Sunny,0.0,78,10,1013,19,26,20,24,14,26,1
14/1/2009 1500,23,9,E,Sunny,0.0,80,10,1013,18,25,20,23,12,25,1
14/1/2009 1600,22,9,ENE,Sunny,0.0,85,7,1013,22,24,20,22,13,22,1
14/1/2009 1700,21,9,ENE,Mist,0.0,90,5,1014,26,22,20,21,14,21,1
14/1/2009 1800,20,9,ENE,Mist,0.0,95,2,1015,29,20,19,20,15,20,1
14/1/2009 1900,20,9,ENE,Mist,0.0,96,1,1015,53,20,19,20,15,20,1
14/1/2009 2000,19,8,ENE,Fog,0.0,97,1,1015,76,19,19,19,15,19,1
14/1/2009 2100,19,8,ENE,Fog,0.0,97,0,1015,100,19,18,19,15,19,1
14/1/2009 2200,19,8,ENE,Fog,0.0,98,0,1015,100,19,18,19,14,19,1
14/1/2009 2300,18,8,ENE,Fog,0.0,98,0,1015,100,19,18,19,14,19,1
15/1/2009 0,18,7,ENE,Fog,0.0,98,0,1014,100,19,18,19,13,19,1
15/1/2009 100,18,8,ENE,Fog,0.0,98,0,1014,100,19,18,19,15,19,1
15/1/2009 200,18,10,ENE,Fog,0.0,98,0,1014,100,19,18,19,17,19,1
15/1/2009 300,19,11,NE,Fog,0.0,98,0,1014,100,19,18,19,19,19,1
15/1/2009 400,20,11,ENE,Fog,0.0,92,3,1015,68,21,19,20,17,20,1
15/1/2009 500,21,11,ENE,Clear,0.0,86,7,1015,36,23,19,21,14,21,1
15/1/2009 600,22,11,ENE,Clear,0.0,80,10,1016,4,25,19,23,12,25,1
15/1/2009 700,24,11,ENE,Sunny,0.0,71,10,1015,3,26,19,24,13,26,1
15/1/2009 800,26,12,ENE,Sunny,0.0,63,10,1015,3,28,18,26,14,28,1
15/1/2009 900,27,12,NE,Sunny,0.0,55,10,1015,2,29,18,28,14,29,1
15/1/2009 1000,28,12,NE,Sunny,0.0,54,10,1014,5,29,18,28,14,29,1
15/1/2009 1100,28,12,NE,Sunny,0.0,52,10,1013,8,30,18,28,14,30,1
15/1/2009 1200,29,12,NE,Sunny,0.0,51,10,1013,11,30,18,29,13,30,1
15/1/2009 1300,27,11,NE,Sunny,0.0,59,10,1013,13,28,18,27,15,28,1
15/1/2009 1400,25,11,ENE,Sunny,0.0,67,10,1013,16,27,19,26,16,27,1
15/1/2009 1500,24,11,ENE,Sunny,0.0,75,10,1013,18,26,19,24,18,26,1
15/1/2009 1600,23,10,ENE,Sunny,0.0,80,10,1013,14,24,19,23,17,24,1
15/1/2009 1700,22,10,ENE,Sunny,0.0,85,10,1014,10,23,19,22,16,22,1
15/1/2009 1800,21,9,ENE,Sunny,0.0,90,10,1015,6,21,19,21,15,21,1
15/1/2009 1900,20,9,ENE,Clear,0.0,91,10,1015,8,20,19,20,16,20,1
15/1/2009 2000,19,9,ENE,Clear,0.0,92,10,1015,9,20,19,20,17,20,1
15/1/2009 2100,19,9,ENE,Clear,0.0,94,10,1015,10,19,18,19,17,19,1
15/1/2009 2200,19,9,ENE,Clear,0.0,95,7,1015,17,19,18,19,17,19,1
15/1/2009 2300,18,9,ENE,Mist,0.0,95,5,1014,24,19,18,19,16,19,1
16/1/2009 0,18,9,ENE,Mist,0.0,96,2,1014,31,19,18,19,16,19,1
16/1/2009 100,18,8,ENE,Mist,0.0,97,1,1014,54,19,18,19,15,19,1
16/1/2009 200,18,8,ENE,Fog,0.0,97,1,1014,77,19,18,19,14,19,1
16/1/2009 300,18,8,ENE,Fog,0.0,98,0,1014,100,19,18,19,13,19,1
16/1/2009 400,19,8,ENE,Fog,0.0,94,3,1015,75,20,18,19,13,19,1
16/1/2009 500,20,9,ENE,Clear,0.0,90,7,1015,49,22,19,20,12,20,1
16/1/2009 600,21,10,ENE,Clear,0.0,86,10,1016,24,24,19,21,12,21,1
16/1/2009 700,23,11,NE,Sunny,0.0,76,10,1015,17,26,18,23,14,26,1
16/1/2009 800,25,13,NE,Sunny,0.0,65,10,1015,11,27,18,25,15,27,1
16/1/2009 900,27,15,NE,Sunny,0.0,55,10,1015,4,28,17,27,17,28,1
16/1/2009 1000,27,16,NE,Sunny,0.0,54,10,1014,9,28,17,27,18,28,1
16/1/2009 1100,28,16,NE,Sunny,0.0,53,10,1013,14,29,17,28,19,29,1
16/1/2009 1200,28,17,NE,Sunny,0.0,52,10,1013,20,29,17,28,20,29,1
16/1/2009 1300,26,14,NE,Sunny,0.0,58,10,1012,14,28,18,27,16,28,1
16/1/2009 1400,25,10,ENE,Sunny,0.0,63,10,1012,8,27,18,26,12,27,1
16/1/2009 1500,24,6,ENE,Sunny,0.0,69,10,1012,3,26,19,25,8,26,1
16/1/2009 1600,22,8,ENE,Sunny,0.0,75,10,1013,3,24,19,23,11,24,1
16/1/2009 1700,21,9,ENE,Sunny,0.0,82,10,1014,2,22,18,22,13,22,1
16/1/2009 1800,20,10,ENE,Sunny,0.0,88,10,1014,2,20,18,20,16,20,1
16/1/2009 1900,19,10,ENE,Clear,0.0,90,7,1014,8,20,18,20,17,20,1
16/1/2009 2000,19,10,E,Mist,0.0,92,5,1015,14,19,18,19,18,19,1
16/1/2009 2100,18,10,E,Mist,0.0,94,2,1015,20,19,18,19,19,19,1
16/1/2009 2200,18,10,E,Mist,0.0,95,1,1015,47,18,18,18,18,18,1
16/1/2009 2300,18,9,E,Fog,0.0,96,1,1014,73,18,18,18,17,18,1
17/1/2009 0,18,9,ENE,Fog,0.0,97,0,1014,100,18,18,18,16,18,1
17/1/2009 100,18,10,ENE,Fog,0.0,97,3,1014,82,18,18,18,18,18,1
17/1/2009 200,18,11,ENE,Partly cloudy,0.0,97,7,1013,63,18,18,18,20,18,1
17/1/2009 300,18,13,ENE,Partly cloudy,0.0,97,10,1013,45,18,18,18,21,18,1
17/1/2009 400,19,12,ENE,Partly cloudy,0.0,91,10,1014,33,20,18,19,19,19,1
17/1/2009 500,20,12,ENE,Clear,0.0,86,10,1014,22,22,18,21,16,21,1
17/1/2009 600,21,12,ENE,Clear,0.0,80,10,1015,10,24,18,22,13,22,1
17/1/2009 700,23,12,ENE,Sunny,0.0,72,10,1015,16,26,18,23,13,26,1
17/1/2009 800,25,12,ENE,Partly cloudy,0.0,64,10,1015,21,27,18,25,14,27,1
17/1/2009 900,27,12,ENE,Partly cloudy,0.0,56,10,1014,27,28,18,27,14,28,1
17/1/2009 1000,27,13,NE,Partly cloudy,0.0,57,10,1014,35,28,18,27,15,28,1
17/1/2009 1100,27,14,NE,Partly cloudy,0.0,58,10,1013,43,28,18,27,16,28,1
17/1/2009 1200,27,15,NE,Partly cloudy,0.0,59,10,1012,51,28,18,27,17,28,1
17/1/2009 1300,26,14,NE,Partly cloudy,0.0,65,10,1012,46,27,18,26,17,27,1
17/1/2009 1400,24,12,NE,Partly cloudy,0.0,71,10,1012,41,26,19,24,16,26,1
17/1/2009 1500,23,11,NE,Partly cloudy,0.0,77,10,1012,36,25,19,23,16,25,1
17/1/2009 1600,22,10,ENE,Partly cloudy,0.0,82,10,1012,33,23,19,22,15,22,1
17/1/2009 1700,21,9,ENE,Partly cloudy,0.0,86,10,1013,30,22,19,21,15,21,1
17/1/2009 1800,20,9,ENE,Partly cloudy,0.0,91,10,1014,28,20,19,20,14,20,1
17/1/2009 1900,20,8,ENE,Partly cloudy,0.0,92,7,1014,31,20,19,20,14,20,1
17/1/2009 2000,19,8,ENE,Mist,0.0,94,5,1014,34,20,18,20,13,20,1
17/1/2009 2100,19,8,ENE,Mist,0.0,95,2,1014,37,19,18,19,13,19,1
17/1/2009 2200,19,8,ENE,Mist,0.0,96,2,1013,40,19,18,19,13,19,1
17/1/2009 2300,18,8,ENE,Mist,0.0,96,2,1013,43,19,18,19,13,19,1
18/1/2009 0,18,8,E,Mist,0.0,97,2,1012,46,19,18,19,12,19,1
18/1/2009 100,18,7,ENE,Mist,0.0,97,2,1012,47,19,18,19,11,19,1
18/1/2009 200,18,6,ENE,Mist,0.0,97,2,1012,49,19,18,19,10,19,1
18/1/2009 300,18,6,NE,Mist,0.0,97,2,1012,50,19,18,19,9,19,1
18/1/2009 400,19,7,ENE,Mist,0.0,91,5,1013,37,21,18,20,10,20,1
18/1/2009 500,20,8,ENE,Clear,0.0,85,7,1013,24,23,18,21,10,21,1
18/1/2009 600,22,9,ENE,Clear,0.0,80,10,1014,10,25,19,22,10,22,1
18/1/2009 700,24,10,ENE,Sunny,0.0,71,10,1014,9,26,18,24,11,26,1
18/1/2009 800,26,10,ENE,Sunny,0.0,62,10,1014,8,27,18,26,12,27,1
18/1/2009 900,27,11,ENE,Sunny,0.0,53,10,1013,7,29,17,28,12,29,1
18/1/2009 1000,28,11,NE,Sunny,0.0,51,10,1012,10,29,17,28,13,29,1
18/1/2009 1100,28,11,NE,Sunny,0.0,49,10,1012,14,29,17,29,13,29,1
18/1/2009 1200,29,11,NE,Sunny,0.0,47,10,1011,18,30,17,29,13,30,1
18/1/2009 1300,27,10,NE,Sunny,0.0,54,10,1011,16,28,17,28,13,28,1
18/1/2009 1400,26,10,NE,Sunny,0.0,61,10,1011,14,27,18,26,13,27,1
18/1/2009 1500,24,9,NE,Sunny,0.0,68,10,1011,12,26,18,25,14,26,1
18/1/2009 1600,23,9,NE,Sunny,0.0,74,10,1011,9,26,18,24,14,26,1
18/1/2009 1700,22,9,ENE,Sunny,0.0,80,10,1012,7,25,19,22,15,22,1
18/1/2009 1800,21,9,ENE,Sunny,0.0,86,10,1012,5,24,19,21,15,21,1
18/1/2009 1900,20,9,ENE,Clear,0.0,89,7,1013,15,22,19,20,15,20,1
18/1/2009 2000,19,9,ENE,Mist,0.0,93,5,1013,26,21,18,20,15,20,1
18/1/2009 2100,19,9,ENE,Mist,0.0,96,2,1013,36,19,18,19,15,19,1
18/1/2009 2200,18,8,ENE,Mist,0.0,96,1,1013,58,19,18,19,14,19,1
18/1/2009 2300,18,7,ENE,Fog,0.0,97,1,1012,79,18,18,18,12,18,1
19/1/2009 0,18,6,ENE,Fog,0.0,98,0,1012,100,18,18,18,10,18,1
19/1/2009 100,18,7,ENE,Fog,0.0,98,0,1012,100,18,18,18,12,18,1
19/1/2009 200,18,8,ENE,Fog,0.0,97,0,1012,100,18,18,18,13,18,1
19/1/2009 300,18,8,ENE,Fog,0.0,97,0,1012,100,18,18,18,14,18,1
19/1/2009 400,19,9,ENE,Fog,0.0,92,3,1012,72,20,18,20,13,20,1
19/1/2009 500,20,9,ENE,Clear,0.0,86,7,1013,44,22,18,21,12,21,1
19/1/2009 600,22,9,NE,Clear,0.0,81,10,1013,17,25,19,22,11,22,1
19/1/2009 700,23,12,NE,Sunny,0.0,72,10,1013,19,26,18,24,14,26,1
19/1/2009 800,25,14,NE,Sunny,0.0,63,10,1013,21,27,18,25,17,27,1
19/1/2009 900,27,17,NE,Sunny,0.0,54,10,1012,23,28,17,27,19,28,1
19/1/2009 1000,27,16,NE,Sunny,0.0,56,10,1012,33,28,17,27,18,28,1
19/1/2009 1100,27,15,NE,Partly cloudy,0.0,57,10,1011,42,28,17,27,18,28,1
19/1/2009 1200,26,14,NE,Partly cloudy,0.0,59,10,1010,52,27,18,26,17,27,1
19/1/2009 1300,25,11,ENE,Partly cloudy,0.0,63,10,1010,40,27,18,26,13,27,1
19/1/2009 1400,24,8,ENE,Sunny,0.0,67,10,1010,28,26,18,25,10,26,1
19/1/2009 1500,24,5,ENE,Sunny,0.0,71,10,1010,15,26,19,24,7,26,1
19/1/2009 1600,22,6,ENE,Sunny,0.0,75,10,1010,14,24,18,23,10,24,1
19/1/2009 1700,21,7,ENE,Sunny,0.0,80,10,1011,13,22,18,22,12,22,1
19/1/2009 1800,20,8,ENE,Sunny,0.0,84,10,1012,12,21,18,21,15,21,1
19/1/2009 1900,20,9,ENE,Clear,0.0,88,7,1012,20,20,18,20,16,20,1
19/1/2009 2000,19,9,ENE,Mist,0.0,91,5,1012,28,19,18,19,17,19,1
19/1/2009 2100,19,9,ENE,Mist,0.0,94,2,1013,35,19,18,19,18,19,1
19/1/2009 2200,18,8,ENE,Mist,0.0,95,2,1012,41,19,18,19,16,19,1
19/1/2009 2300,18,7,ENE,Mist,0.0,96,2,1012,46,19,18,19,13,19,1
20/1/2009 0,18,6,ENE,Mist,0.0,97,2,1011,51,18,18,18,11,18,1
20/1/2009 100,18,8,ENE,Mist,0.0,97,1,1011,67,18,18,18,14,18,1
20/1/2009 200,18,10,NE,Fog,0.0,97,1,1012,84,19,18,19,17,19,1
20/1/2009 300,19,12,NE,Fog,0.0,97,0,1012,100,19,18,19,21,19,1
20/1/2009 400,19,11,NE,Fog,0.0,93,3,1012,84,21,18,20,18,20,1
20/1/2009 500,20,11,NE,Partly cloudy,0.0,90,7,1013,67,22,19,21,15,21,1
20/1/2009 600,21,10,NE,Partly cloudy,0.0,86,10,1013,51,24,19,22,13,22,1
20/1/2009 700,23,11,NE,Partly cloudy,0.0,78,10,1013,46,26,19,24,13,26,1
20/1/2009 800,25,11,NE,Partly cloudy,0.0,69,10,1013,40,28,19,26,13,28,1
20/1/2009 900,27,12,NE,Partly cloudy,0.0,61,10,1013,35,29,19,28,13,29,1
20/1/2009 1000,28,12,NE,Partly cloudy,0.0,59,10,1012,33,29,19,28,13,29,1
20/1/2009 1100,28,12,NE,Partly cloudy,0.0,58,10,1011,31,30,19,28,14,30,1
20/1/2009 1200,28,12,NE,Partly cloudy,0.0,57,10,1010,29,30,19,28,14,30,1
20/1/2009 1300,27,12,NE,Partly cloudy,0.0,60,10,1010,24,29,19,27,15,29,1
20/1/2009 1400,26,12,ENE,Sunny,0.0,64,10,1010,19,28,19,26,16,28,1
20/1/2009 1500,25,12,E,Sunny,0.0,68,10,1010,14,27,19,25,17,27,1
20/1/2009 1600,23,10,ENE,Sunny,0.0,75,10,1011,11,26,19,24,15,26,1
20/1/2009 1700,22,9,ENE,Sunny,0.0,81,10,1012,8,25,19,23,14,23,1
20/1/2009 1800,20,8,ENE,Sunny,0.0,88,10,1012,4,24,19,21,13,21,1
20/1/2009 1900,20,8,ENE,Clear,0.0,90,7,1012,8,22,19,20,14,20,1
20/1/2009 2000,19,8,ENE,Mist,0.0,93,5,1013,11,20,18,19,15,19,1
20/1/2009 2100,18,8,ENE,Mist,0.0,95,2,1013,14,19,18,19,16,19,1
20/1/2009 2200,18,7,ENE,Mist,0.0,96,1,1012,43,18,17,18,14,18,1
20/1/2009 2300,17,6,ENE,Fog,0.0,96,1,1012,71,18,17,18,12,18,1
21/1/2009 0,17,5,ENE,Fog,0.0,97,0,1012,100,17,17,17,11,17,1
21/1/2009 100,17,6,ENE,Fog,0.0,97,0,1012,100,18,17,18,11,18,1
21/1/2009 200,17,6,NE,Fog,0.0,98,0,1012,100,18,17,18,12,18,1
21/1/2009 300,18,7,NE,Fog,0.0,98,0,1012,100,18,17,18,13,18,1
21/1/2009 400,18,8,NE,Fog,0.0,95,3,1012,83,19,18,19,13,19,1
21/1/2009 500,19,8,ENE,Partly cloudy,0.0,92,7,1013,67,20,18,20,12,20,1
21/1/2009 600,20,9,ENE,Partly cloudy,0.0,90,10,1013,50,21,19,21,11,21,1
21/1/2009 700,23,8,ENE,Partly cloudy,0.0,78,10,1013,35,24,19,23,10,24,1
21/1/2009 800,25,8,ENE,Sunny,0.0,66,10,1013,19,27,19,26,10,27,1
21/1/2009 900,28,8,NE,Sunny,0.0,54,10,1013,3,31,19,29,9,31,1
21/1/2009 1000,28,9,NE,Sunny,0.0,52,10,1012,6,31,18,29,10,31,1
21/1/2009 1100,29,10,NE,Sunny,0.0,50,10,1011,10,31,18,29,12,31,1
21/1/2009 1200,29,12,NNE,Sunny,0.0,47,10,1010,14,31,17,30,13,31,1
21/1/2009 1300,28,11,NE,Sunny,0.0,54,10,1010,14,29,18,28,14,29,1
21/1/2009 1400,26,11,NE,Sunny,0.0,61,10,1010,14,28,18,26,14,28,1
21/1/2009 1500,25,10,NE,Sunny,0.0,67,10,1011,14,26,18,25,15,26,1
21/1/2009 1600,23,10,NE,Sunny,0.0,74,10,1011,16,24,18,23,15,24,1
21/1/2009 1700,22,10,NE,Sunny,0.0,81,10,1012,17,23,19,22,15,22,1
21/1/2009 1800,20,10,NE,Sunny,0.0,88,10,1012,18,21,19,21,15,21,1
21/1/2009 1900,20,9,ENE,Clear,0.0,90,7,1012,25,20,18,20,14,20,1
21/1/2009 2000,19,7,ENE,Mist,0.0,92,5,1013,31,20,18,20,12,20,1
21/1/2009 2100,19,6,E,Mist,0.0,94,2,1013,38,19,18,19,10,19,1
21/1/2009 2200,19,6,E,Mist,0.0,95,2,1012,35,19,18,19,10,19,1
21/1/2009 2300,18,6,E,Mist,0.0,95,2,1012,32,19,18,19,10,19,1
22/1/2009 0,18,6,ENE,Mist,0.0,95,2,1012,29,19,18,19,10,19,1
22/1/2009 100,18,6,ENE,Mist,0.0,96,2,1012,30,19,18,19,10,19,1
22/1/2009 200,18,6,ENE,Mist,0.0,96,2,1011,32,18,18,18,11,18,1
22/1/2009 300,18,6,NE,Mist,0.0,97,2,1011,33,18,18,18,11,18,1
22/1/2009 400,19,7,NE,Mist,0.0,92,5,1012,27,20,18,19,11,19,1
22/1/2009 500,20,7,NE,Clear,0.0,87,7,1012,20,22,18,21,10,21,1
22/1/2009 600,21,8,NE,Clear,0.0,82,10,1012,14,24,19,22,9,22,1
22/1/2009 700,23,10,NE,Sunny,0.0,73,10,1012,24,25,18,23,11,25,1
22/1/2009 800,25,12,NE,Partly cloudy,0.0,64,10,1012,34,26,17,25,13,26,1
22/1/2009 900,26,14,NE,Partly cloudy,0.0,54,10,1012,44,27,16,26,16,27,1
22/1/2009 1000,27,13,NE,Partly cloudy,0.0,52,10,1011,31,28,16,27,15,28,1
22/1/2009 1100,27,13,NE,Sunny,0.0,51,10,1010,17,28,16,27,15,28,1
22/1/2009 1200,28,12,NE,Sunny,0.0,49,10,1009,4,28,16,28,14,28,1
22/1/2009 1300,27,12,NE,Sunny,0.0,54,10,1009,4,28,17,27,15,28,1
22/1/2009 1400,26,12,NE,Sunny,0.0,59,10,1009,4,27,17,26,15,27,1
22/1/2009 1500,25,12,ENE,Sunny,0.0,64,10,1009,4,26,18,25,16,26,1
22/1/2009 1600,23,10,ENE,Sunny,0.0,72,10,1009,6,24,18,23,15,24,1
22/1/2009 1700,21,9,ENE,Sunny,0.0,80,10,1010,8,22,18,22,15,22,1
22/1/2009 1800,20,8,ENE,Sunny,0.0,88,10,1010,9,20,18,20,14,20,1
22/1/2009 1900,19,7,ENE,Clear,0.0,90,7,1011,15,20,18,20,13,20,1
22/1/2009 2000,19,6,ENE,Mist,0.0,92,5,1011,20,19,18,19,11,19,1
22/1/2009 2100,19,5,ENE,Mist,0.0,94,2,1011,25,19,18,19,10,19,1
22/1/2009 2200,18,5,ENE,Mist,0.0,95,2,1011,24,19,18,19,9,19,1
22/1/2009 2300,18,5,ENE,Mist,0.0,95,2,1011,24,19,18,19,9,19,1
23/1/2009 0,18,4,ENE,Mist,0.0,96,2,1010,24,19,18,19,8,19,1
23/1/2009 100,18,5,ENE,Mist,0.0,96,1,1010,49,18,18,18,9,18,1
23/1/2009 200,18,5,ENE,Fog,0.0,97,1,1010,75,18,18,18,10,18,1
23/1/2009 300,17,5,ENE,Fog,0.0,97,0,1010,100,18,17,18,11,18,1
23/1/2009 400,19,6,ENE,Fog,0.0,92,3,1010,71,20,18,19,10,19,1
23/1/2009 500,20,7,ENE,Clear,0.0,87,7,1011,43,22,18,20,9,20,1
23/1/2009 600,21,7,NE,Clear,0.0,82,10,1011,14,24,18,22,8,22,1
23/1/2009 700,23,7,NE,Sunny,0.0,71,10,1011,10,26,18,24,8,26,1
23/1/2009 800,26,7,NE,Sunny,0.0,59,10,1011,6,28,18,27,9,28,1
23/1/2009 900,28,8,NNE,Sunny,0.0,48,10,1011,2,30,17,29,9,30,1
23/1/2009 1000,28,9,NNE,Sunny,0.0,46,10,1010,7,30,17,29,10,30,1
23/1/2009 1100,29,10,NNE,Sunny,0.0,45,10,1010,12,30,16,29,12,30,1
23/1/2009 1200,29,12,NNE,Sunny,0.0,44,10,1009,17,30,16,29,13,30,1
23/1/2009 1300,28,10,NNE,Sunny,0.0,52,10,1009,16,29,17,28,12,29,1
23/1/2009 1400,26,8,NNE,Sunny,0.0,61,10,1009,15,27,18,26,11,27,1
23/1/2009 1500,24,7,NNE,Sunny,0.0,69,10,1009,14,26,19,25,10,26,1
23/1/2009 1600,23,7,NE,Sunny,0.0,75,10,1009,12,26,19,24,11,26,1
23/1/2009 1700,22,8,NE,Sunny,0.0,81,10,1010,10,25,19,22,12,22,1
23/1/2009 1800,21,9,ENE,Sunny,0.0,87,10,1010,8,24,19,21,13,21,1
23/1/2009 1900,20,9,ENE,Clear,0.0,90,7,1011,20,22,19,21,14,21,1
23/1/2009 2000,19,8,ENE,Mist,0.0,93,5,1011,32,21,19,20,14,20,1
23/1/2009 2100,19,8,ENE,Mist,0.0,96,2,1011,44,19,18,19,15,19,1
23/1/2009 2200,18,8,ENE,Mist,0.0,97,1,1011,63,19,18,19,13,19,1
23/1/2009 2300,18,7,E,Fog,0.0,97,1,1011,81,19,18,19,12,19,1
24/1/2009 0,18,6,E,Fog,0.0,98,0,1010,100,18,18,18,11,18,1
24/1/2009 100,18,6,E,Fog,0.0,97,1,1010,77,18,18,18,10,18,1
24/1/2009 200,18,6,ESE,Mist,0.0,97,1,1010,55,18,18,18,10,18,1
24/1/2009 300,17,5,ESE,Mist,0.0,97,2,1010,32,18,18,18,9,18,1
24/1/2009 400,19,6,ESE,Mist,0.0,89,5,1011,22,21,18,20,8,20,1
24/1/2009 500,21,6,E,Clear,0.0,81,7,1011,13,23,18,22,8,22,1
24/1/2009 600,22,6,E,Clear,0.0,73,10,1011,3,26,19,24,7,26,1
24/1/2009 700,24,7,E,Sunny,0.0,64,10,1011,7,27,18,26,8,27,1
24/1/2009 800,27,8,ENE,Sunny,0.0,54,10,1011,12,28,17,27,10,28,1
24/1/2009 900,29,9,ENE,Sunny,0.0,44,10,1011,16,30,16,29,11,30,1
24/1/2009 1000,29,9,ENE,Sunny,0.0,46,10,1010,19,30,16,29,11,30,1
24/1/2009 1100,29,9,ENE,Sunny,0.0,47,10,1010,22,30,17,29,11,30,1
24/1/2009 1200,28,9,NE,Sunny,0.0,49,10,1009,25,30,17,29,11,30,1
24/1/2009 1300,27,9,ENE,Sunny,0.0,55,10,1009,31,29,18,27,11,29,1
24/1/2009 1400,26,8,ENE,Partly cloudy,0.0,62,10,1009,37,27,18,26,11,27,1
24/1/2009 1500,24,8,E,Partly cloudy,0.0,68,10,1009,43,26,19,25,12,26,1
24/1/2009 1600,23,7,E,Partly cloudy,0.0,75,10,1009,33,26,19,24,10,26,1
24/1/2009 1700,22,6,E,Sunny,0.0,81,10,1010,23,25,19,23,9,25,1
24/1/2009 1800,21,5,E,Sunny,0.0,87,10,1010,14,24,19,22,7,22,1
24/1/2009 1900,20,4,E,Clear,0.0,90,7,1011,21,23,19,21,7,21,1
24/1/2009 2000,19,4,E,Mist,0.0,94,5,1011,28,21,19,20,8,20,1
24/1/2009 2100,19,4,ENE,Mist,0.0,97,2,1011,35,19,18,19,8,19,1
24/1/2009 2200,18,4,ENE,Mist,0.0,97,1,1011,57,19,18,19,8,19,1
24/1/2009 2300,18,4,ENE,Fog,0.0,98,1,1011,78,19,18,19,8,19,1
25/1/2009 0,18,4,ENE,Fog,0.0,98,0,1011,100,18,18,18,8,18,1
25/1/2009 100,18,4,NE,Fog,0.0,98,1,1011,89,19,18,19,7,19,1
